text,audio_filepath,label
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_313.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_314.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_315.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_316.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_317.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_318.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_319.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_320.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_321.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_322.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_323.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_324.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_325.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_326.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_327.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_328.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_329.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_330.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_331.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_332.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_333.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_334.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_335.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_336.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_337.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_338.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_339.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_340.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_341.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_342.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_343.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_344.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_345.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_346.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_347.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_348.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_349.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_350.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_351.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_352.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_353.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_354.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_355.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_356.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_357.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_358.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_359.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_360.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_361.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_362.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_363.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_364.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_365.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_366.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_367.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_368.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_369.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_370.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_371.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_372.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_373.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_374.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_375.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_376.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_377.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_378.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_379.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_380.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_381.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_382.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_383.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_384.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_385.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_386.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_387.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_388.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_389.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_390.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_391.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_392.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_393.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_394.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_395.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_396.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_397.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_398.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_399.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_400.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_401.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_402.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_403.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_404.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_405.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_406.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_407.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_408.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_409.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_410.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_411.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_412.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_413.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_414.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_415.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_416.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_417.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_418.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_419.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_420.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_421.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_422.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_423.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_424.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_425.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_426.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_427.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_428.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_429.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_430.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_431.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_432.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_433.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_434.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_435.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_436.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_437.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_438.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_439.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_440.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_441.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_442.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_443.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_444.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_445.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_446.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_447.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_448.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_449.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_450.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_451.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_452.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_453.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_454.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_455.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_456.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_457.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_458.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_459.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_460.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_461.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_462.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_463.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_464.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_465.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_466.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_467.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_468.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_469.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_470.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_471.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_472.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_473.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_474.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_475.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_476.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_477.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_478.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_479.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_480.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_481.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_482.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_483.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_484.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_485.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_486.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_487.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_488.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_489.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_490.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_491.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_492.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_493.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_494.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_495.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_496.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_497.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_498.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_499.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_500.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_501.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_502.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_503.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_504.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_505.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_506.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_507.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_508.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_509.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_510.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_511.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_512.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_513.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_514.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_515.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_516.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_517.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_518.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_519.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_520.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_521.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_522.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_523.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_524.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_525.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_526.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_527.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_528.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_529.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_530.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_531.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_532.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_533.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_534.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_535.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_536.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_537.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_538.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_539.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_540.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_541.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_542.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_543.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_544.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_545.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_546.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_547.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_548.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_549.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_550.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_551.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_552.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_553.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_554.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_555.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_556.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_557.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_558.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_559.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_560.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_561.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_562.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_563.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_564.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_565.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_566.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_567.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_568.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_569.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_570.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_571.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_572.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_573.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_574.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_575.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_576.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_577.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_578.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_579.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_580.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_581.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_582.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_583.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_584.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_585.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_586.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_587.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_588.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_589.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_590.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_591.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_592.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_593.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_594.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_595.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_596.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_597.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_598.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_599.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_600.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_601.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_602.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_603.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_604.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_605.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_606.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_607.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_608.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_609.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_610.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_611.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_612.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_613.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_614.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_615.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_616.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_617.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_618.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_619.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_620.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_621.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_622.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_623.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_624.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_625.wav,1
